2008	1	1	0	33.5	21.8
2008	1	2	0	33.5	21.3
2008	1	3	0	33.7	22.3
2008	1	4	0	32.3	20.3
2008	1	5	0	31	19.3
2008	1	6	0	30.8	19
2008	1	7	0	32.3	19.1
2008	1	8	0	35.2	19.1
2008	1	9	0	36.7	20.5
2008	1	10	0	37.4	22.2
2008	1	11	10.6	31.4	20.2
2008	1	12	.2	28.5	16.4
2008	1	13	0	31.2	18.6
2008	1	14	0	33.7	20.2
2008	1	15	0	35.1	20.8
2008	1	16	0	30	23.3
2008	1	17	5.4	27.9	18.6
2008	1	18	0	23.9	19.3
2008	1	19	5.4	28.6	16.5
2008	1	20	0	27.4	12.8
2008	1	21	0	28.5	16.4
2008	1	22	0	30.3	18.2
2008	1	23	0	28.9	19.5
2008	1	24	0	31.6	20.1
2008	1	25	0	32.7	19.6
2008	1	26	0	30.4	20.3
2008	1	27	0	31	20.6
2008	1	28	0	30.4	19.9
2008	1	29	2.2	30.4	21.7
2008	1	30	6.8	27.5	19.9
2008	1	31	0	25.8	20.5
2008	2	1	4	28.2	19.3
2008	2	2	12.4	28.3	18.6
2008	2	3	.2	26.6	17.3
2008	2	4	0	28.5	12.8
2008	2	5	0	33.5	14.8
2008	2	6	0	34.6	21.1
2008	2	7	0	35.8	20.1
2008	2	8	0	35.2	20.2
2008	2	9	2	30.4	21.9
2008	2	10	13.4	30.4	19.1
2008	2	11	0	26.2	18.2
2008	2	12	2.4	26.1	16.9
2008	2	13	0	28.6	14.4
2008	2	14	0	31.2	18
2008	2	15	0	30.5	20
2008	2	16	.2	29.4	20.3
2008	2	17	0	32.8	18.9
2008	2	18	0	31.6	19.1
2008	2	19	0	30.5	20.5
2008	2	20	0	33.7	18.5
2008	2	21	0	33.8	18.2
2008	2	22	-99.9	31.8	18.8
2008	2	23	0	34	19.5
2008	2	24	0	32.1	16.7
2008	2	25	0	33	21
2008	2	26	0	33.7	21.8
2008	2	27	0	32	22.3
2008	2	28	1.2	25.1	22.4
2008	2	29	56	28.2	18.3
2008	3	1	.2	28.2	19.1
2008	3	2	1.6	29	20.6
2008	3	3	7.2	28.1	19.7
2008	3	4	7.4	26.7	20.2
2008	3	5	4.4	28.8	18.6
2008	3	6	0	29.6	15.8
2008	3	7	0	30.5	17.1
2008	3	8	0	32.1	16.1
2008	3	9	0	33.4	20.6
2008	3	10	0	29.5	21.8
2008	3	11	0	26.8	18.5
2008	3	12	.2	27.5	16.2
2008	3	13	0	27.4	16.4
2008	3	14	0	26.9	14.3
2008	3	15	0	28.2	16.7
2008	3	16	0	29.3	18.4
2008	3	17	0	31.1	17.1
2008	3	18	0	31.6	17.7
2008	3	19	0	32.7	20.6
2008	3	20	16.4	29.8	21
2008	3	21	5.8	31.5	20
2008	3	22	0	31.7	20
2008	3	23	0	27.1	17.3
2008	3	24	0	28	15.1
2008	3	25	0	30.2	14.1
2008	3	26	0	33.5	17.7
2008	3	27	0	26.8	19.6
2008	3	28	15.4	28.4	18.1
2008	3	29	0	27.5	17.4
2008	3	30	0	26.8	16.7
2008	3	31	0	24.5	17.3
2008	4	1	0	28.1	19.3
2008	4	2	.6	25.1	14.2
2008	4	3	2.6	24.9	11.7
2008	4	4	0	25.4	7.6
2008	4	5	0	28	10.3
2008	4	6	0	29.3	11.5
2008	4	7	0	30.4	10.7
2008	4	8	0	31.2	10.6
2008	4	9	0	32.9	12
2008	4	10	8.2	25.2	17.8
2008	4	11	.2	30.1	13.9
2008	4	12	4	25.2	18.9
2008	4	13	11.6	18.9	14.6
2008	4	14	2.8	17.9	7.4
2008	4	15	0	19	3.3
2008	4	16	0	24	5.6
2008	4	17	0	26.4	8.8
2008	4	18	0	27.2	8.8
2008	4	19	0	28.8	15.6
2008	4	20	0	27.9	12.4
2008	4	21	0	24.7	16.5
2008	4	22	0	25.7	14.4
2008	4	23	0	27.3	13
2008	4	24	0	28.7	11.1
2008	4	25	0	28.8	11.9
2008	4	26	33.8	20.3	15.9
2008	4	27	.6	25.1	11.8
2008	4	28	25.6	21.7	15.7
2008	4	29	18.2	18.5	12
2008	4	30	0	17.5	2.8
2008	5	1	0	16.5	7.5
2008	5	2	1.4	16.8	13
2008	5	3	13.4	20.2	13.9
2008	5	4	0	21.5	11.6
2008	5	5	0	20.8	10.4
2008	5	6	0	21	4.8
2008	5	7	0	21.9	4.9
2008	5	8	0	20.2	6.9
2008	5	9	0	18.5	4.2
2008	5	10	0	20	6.3
2008	5	11	0	21.1	9.4
2008	5	12	0	21.9	10.2
2008	5	13	0	20.9	9.9
2008	5	14	.2	19.6	7.8
2008	5	15	0	20.5	4.8
2008	5	16	.2	24	6.3
2008	5	17	0	22.7	9.4
2008	5	18	0	27.4	9.7
2008	5	19	0	30.6	13.9
2008	5	20	0	31.4	18.6
2008	5	21	-99.9	-99.9	-99.9
2008	5	22	0	31.1	18.9
2008	5	23	0	29.9	19.9
2008	5	24	9.2	24.1	16.4
2008	5	25	0	16.6	12.3
2008	5	26	0	19.5	6.8
2008	5	27	0	23.3	10.5
2008	5	28	40.6	18.7	14.8
2008	5	29	45.2	14.4	8
2008	5	30	0	11.7	.3
2008	5	31	0	12.1	.2
2008	6	1	0	16.7	2.4
2008	6	2	0	17.5	5.8
2008	6	3	3.8	18.7	9.9
2008	6	4	0	18.6	12.8
2008	6	5	0	18.9	12.2
2008	6	6	2.6	20.9	12.6
2008	6	7	0	16.8	5.9
2008	6	8	7.8	16.2	10.7
2008	6	9	38.4	16.6	13.1
2008	6	10	.6	13	5.6
2008	6	11	0	15.9	2.1
2008	6	12	0	18.1	2.2
2008	6	13	.2	18.8	2.1
2008	6	14	0	20.5	6.6
2008	6	15	0	13.3	5.7
2008	6	16	0	13.1	-.3
2008	6	17	0	14.9	-1.1
2008	6	18	0	17.3	-.1
2008	6	19	1.2	17.3	2.7
2008	6	20	15.8	14.8	10.2
2008	6	21	0	13.1	8.4
