"Description: ","Standardised Precipitation-Evapotranspiration Index"
"Station: ","São Gabriel"
"Latitude: ","-30.34138888"
"Longitude: ","-54.31083333"
"Climpact_version: ","3.2.0"
"Date_of_calculation: ","2024-08-16"
time, spei
2008-01, -99.9
2008-02, -99.9
2008-03, -0.773438197363174
2008-04, -0.304972543754117
2008-05, -0.186019869243262
2008-06, 0.135586241413855
2008-07, 1.53465955397678
2008-08, 2.09790404165531
2008-09, 1.25677867884989
2008-10, 0.651805635482924
2008-11, -0.158490721715868
2008-12, -0.383423336925355
2009-01, -0.685932959567527
2009-02, -0.16665786992936
2009-03, 0.245367573114807
2009-04, -0.033644223431335
2009-05, -0.987798832689554
2009-06, -1.35835800619851
2009-07, -1.19768454858748
2009-08, -0.803366454460186
2009-09, 0.242932471981945
2009-10, -0.414835727974002
2009-11, 1.16418763823098
2009-12, 1.17140371975849
2010-01, 1.53919425821398
2010-02, 1.09849644544364
2010-03, 0.638070496993654
2010-04, 0.230809150191673
2010-05, -0.579870344963351
2010-06, -0.373463191825919
2010-07, 0.812157439286184
2010-08, 0.658579428922636
2010-09, 0.902371462805135
2010-10, -1.0130893888968
2010-11, -1.40905310964952
2010-12, -1.64667346375197
2011-01, -1.07168472464956
2011-02, -0.676207436164336
2011-03, -0.402620660503457
2011-04, -0.153838537902206
2011-05, -0.316084657522959
2011-06, -0.262143313102256
2011-07, -0.289871271601441
2011-08, 0.219953222932532
2011-09, -0.624639407859072
2011-10, -0.86327166396376
2011-11, -1.05184323293484
2011-12, -1.06299694542322
2012-01, -1.48541840899977
2012-02, -1.67842512784212
2012-03, -1.87023843086189
2012-04, -1.36426054865276
2012-05, -1.51034811436083
2012-06, -1.38490125434561
2012-07, -1.5016021016863
2012-08, -1.32468541448138
2012-09, -0.633191919870924
2012-10, 0.575137141692986
2012-11, 0.218880069483502
2012-12, 0.639298000105414
2013-01, -0.139368225046041
2013-02, -0.121347236240273
2013-03, -0.509456619135424
2013-04, 0.0714969809465035
2013-05, 0.590945709060423
2013-06, 0.529530352122366
2013-07, 0.0639537331226597
2013-08, -0.439482786004294
2013-09, -1.23909633905754
2013-10, -0.992953289518655
2013-11, -0.122619361002251
2013-12, -0.300383131540726
2014-01, 0.142500021797061
2014-02, -0.134121273758143
2014-03, 1.25335422163322
2014-04, 1.1981965754418
2014-05, 0.892683343920158
2014-06, 0.112979507038289
2014-07, -0.0856087702916773
2014-08, -0.417979290021501
2014-09, -0.286847488965001
2014-10, -0.0555678039029115
2014-11, 0.00806408491002174
2014-12, 0.241365291647507
2015-01, 0.666011447996767
2015-02, 0.679695501347818
2015-03, 0.571848267207615
2015-04, -0.286245326184468
2015-05, -0.0871295772265931
2015-06, -0.287568528690581
2015-07, 0.845894280676575
2015-08, 0.591846267960364
2015-09, 0.207223767348875
2015-10, 0.846143575019416
2015-11, 0.824391205967924
2015-12, 1.94775141816871
2016-01, 0.964989296104163
2016-02, 0.918189371106088
2016-03, -0.286248994491732
2016-04, 0.733554238851373
2016-05, 0.734738975454994
2016-06, 0.781542089834429
2016-07, -1.22889654285432
2016-08, -99.9
2016-09, -99.9
2016-10, -99.9
2016-11, -99.9
2016-12, -0.00318434937719051
2017-01, 0.578713682959543
2017-02, 1.23747008751932
2017-03, 1.68121702225936
2017-04, 1.3673965447213
2017-05, 1.24846837330919
2017-06, 0.977264818776474
2017-07, 0.281233835206252
2017-08, 0.103718148161787
2017-09, -0.0875012251733352
2017-10, 0.983945097226591
2017-11, 0.052139461913008
2017-12, 0.0935484502420284
2018-01, 0.0222859070513862
2018-02, -0.159234182089317
2018-03, -0.272331697692381
2018-04, -1.0646347068882
2018-05, -0.973455268131367
2018-06, -0.699308207691238
2018-07, -0.59028599357097
2018-08, 0.538514190231654
2018-09, 1.05054821433522
2018-10, 0.444455958025959
2018-11, 0.724472487269887
2018-12, 0.750063001246182
2019-01, 1.73320322892906
2019-02, 1.71108299490952
2019-03, 1.42886726330061
2019-04, 0.0665853603900423
2019-05, 0.577779557414577
2019-06, 0.334230318771051
2019-07, 1.26867237100167
2019-08, 0.573101060457426
2019-09, 0.437853028660589
2019-10, 0.78491446146162
2019-11, 0.663782506760823
2019-12, 0.301212461475629
2020-01, -0.723511891701401
2020-02, -1.15308353033856
2020-03, -1.14358682707817
2020-04, -1.69356775785978
2020-05, -0.752342398209499
2020-06, -0.0923523773449505
2020-07, 0.476167079908791
2020-08, -0.678829410334448
2020-09, -1.19966160785984
2020-10, -1.37620861121231
2020-11, -1.26657246516768
2020-12, -1.02864135553455
2021-01, 0.364427512557986
2021-02, 0.435728511752354
2021-03, 0.822301993383635
