"Description: ","Standardised Precipitation-Evapotranspiration Index"
"Station: ","São Gabriel"
"Latitude: ","-30.34138888"
"Longitude: ","-54.31083333"
"Climpact_version: ","3.2.0"
"Date_of_calculation: ","2024-08-16"
time, spei
2008-01, -99.9
2008-02, -99.9
2008-03, -99.9
2008-04, -99.9
2008-05, -99.9
2008-06, -0.55667460827716
2008-07, 0.376034338298469
2008-08, 0.903525814979668
2008-09, 1.64080046679287
2008-10, 1.33502833225455
2008-11, 0.907961060278819
2008-12, 0.272465071707094
2009-01, -0.274960824094146
2009-02, -0.224840430155774
2009-03, -0.367710175284709
2009-04, -0.616224810494742
2009-05, -0.65500396231245
2009-06, -0.565465793857835
2009-07, -0.701370905999753
2009-08, -1.01748564976341
2009-09, -1.0782300958973
2009-10, -1.27105195556424
2009-11, 0.878996115163525
2009-12, 0.94240638961122
2010-01, 1.08506531338268
2010-02, 1.29219609039581
2010-03, 1.07829036672255
2010-04, 1.25509572060339
2010-05, 0.36480540818316
2010-06, 0.190204068465469
2010-07, 0.573137821332135
2010-08, -0.148338797152315
2010-09, 0.703889454668687
2010-10, -0.37394043523108
2010-11, -1.08426532853249
2010-12, -0.978657889563449
2011-01, -1.25646991946485
2011-02, -1.13160310135871
2011-03, -1.38235976618914
2011-04, -0.880016341611618
2011-05, -0.724158343822958
2011-06, -0.499274342288463
2011-07, -0.217601598499988
2011-08, -0.163290388053949
2011-09, -0.701564271103765
2011-10, -0.869153177350167
2011-11, -0.976702232631782
2011-12, -1.08583973838314
2012-01, -1.41566322010344
2012-02, -1.58497145409989
2012-03, -1.63257061313461
2012-04, -1.51316829761991
2012-05, -1.70985737588642
2012-06, -1.82192396199356
2012-07, -1.60985132812513
2012-08, -1.47905563491798
2012-09, -1.7219057573275
2012-10, -0.615710635930877
2012-11, -0.613341315470428
2012-12, 0.191864271666618
2013-01, 0.0446531756134556
2013-02, 0.00381653917866444
2013-03, -0.134260998617706
2013-04, -0.237034065599092
2013-05, 0.0876528208423606
2013-06, -0.177650569721513
2013-07, 0.129450320085081
2013-08, 0.311360077245028
2013-09, -0.295755386651745
2013-10, -0.774231029120365
2013-11, -0.47703040363264
2013-12, -0.730730320668435
2014-01, -0.485383588807138
2014-02, -0.186111220199441
2014-03, 0.438457076926504
2014-04, 0.567542769981222
2014-05, 0.282036503958105
2014-06, 0.93266475791509
2014-07, 1.20932088597389
2014-08, 0.659632362099067
2014-09, 0.0031810821950475
2014-10, 0.14189140185381
2014-11, -0.342018048626059
2014-12, 0.00572158373567521
2015-01, 0.36379866905989
2015-02, 0.393915928081024
2015-03, 0.270672213820456
2015-04, 0.194632878709193
2015-05, 0.268639840789904
2015-06, 0.178625271392804
2015-07, 0.158772632243482
2015-08, 0.178125919657058
2015-09, 0.0133940162160126
2015-10, 1.28869660823855
2015-11, 1.12750335790165
2015-12, 1.58650123544143
2016-01, 1.00146709634589
2016-02, 0.984541067385062
2016-03, 1.23994046400355
2016-04, 0.915217890888775
2016-05, 0.876337026047555
2016-06, 0.118582808766617
2016-07, -0.107384968844842
2016-08, -99.9
2016-09, -99.9
2016-10, -99.9
2016-11, -99.9
2016-12, -99.9
2017-01, -99.9
2017-02, -99.9
2017-03, 1.11116845763325
2017-04, 0.979337623388852
2017-05, 1.44698795044137
2017-06, 1.70003594972337
2017-07, 1.59117537906386
2017-08, 1.33855288431713
2017-09, 1.25180817394023
2017-10, 1.21316625223506
2017-11, -0.0414569004312699
2017-12, -0.0310799896944421
2018-01, 0.359855741009728
2018-02, -0.109994538857628
2018-03, -0.362904322224331
2018-04, -0.603317137254174
2018-05, -0.645438388069642
2018-06, -0.611233239026779
2018-07, -0.950950635503678
2018-08, -0.453135966956112
2018-09, 0.554569599352359
2018-10, 0.289667584190484
2018-11, 0.970034082426942
2018-12, 0.971261160035823
2019-01, 1.5863595776764
2019-02, 1.43563339400339
2019-03, 1.41584691905353
2019-04, 1.41665928250195
2019-05, 1.36996868446869
2019-06, 1.18741813635611
2019-07, 0.592314103781156
2019-08, 0.756391495790379
2019-09, 0.947209808322938
2019-10, 1.35910247195611
2019-11, 0.910822536499009
2019-12, 0.343965727568341
2020-01, -0.231047943400937
2020-02, -0.415823574035199
2020-03, -0.699119931413286
2020-04, -1.26164773945887
2020-05, -1.17937637343865
2020-06, -0.901712685371381
2020-07, -0.908155185692425
2020-08, -0.83555111977759
2020-09, -0.965525242185682
2020-10, -1.00016617741351
2020-11, -1.44776496604421
2020-12, -1.23522388393081
2021-01, -0.51065576993678
2021-02, -0.409088174616934
2021-03, -0.427390478996296
2021-04, -0.037613509485955
2021-05, 0.129737848358895
