"Description: ","Monthly number of days when TN < 2 degrees_C"
"Station: ","Santa Maria"
"Latitude: ","-29.72499999"
"Longitude: ","-53.72055554"
"Climpact_version: ","3.2.0"
"Date_of_calculation: ","2024-08-16"
time, tnlt2, normalised (all years)
2008-01, 0, -0.392433375182349
2008-02, 0, -0.392433375182349
2008-03, 0, -0.392433375182349
2008-04, 0, -0.392433375182349
2008-05, 1, 0.467182589502796
2008-06, 5, 3.90564644824338
2008-07, 0, -0.392433375182349
2008-08, 0, -0.392433375182349
2008-09, 0, -0.392433375182349
2008-10, 0, -0.392433375182349
2008-11, 0, -0.392433375182349
2008-12, 0, -0.392433375182349
2009-01, 0, -0.392433375182349
2009-02, 0, -0.392433375182349
2009-03, 0, -0.392433375182349
2009-04, 0, -0.392433375182349
2009-05, 0, -0.392433375182349
2009-06, 2, 1.32679855418794
2009-07, 7, 5.62487837761367
2009-08, 0, -0.392433375182349
2009-09, 0, -0.392433375182349
2009-10, 0, -0.392433375182349
2009-11, 0, -0.392433375182349
2009-12, 0, -0.392433375182349
2010-01, 0, -0.392433375182349
2010-02, 0, -0.392433375182349
2010-03, 0, -0.392433375182349
2010-04, 0, -0.392433375182349
2010-05, 0, -0.392433375182349
2010-06, 1, 0.467182589502796
2010-07, 2, 1.32679855418794
2010-08, 3, 2.18641451887309
2010-09, 0, -0.392433375182349
2010-10, 0, -0.392433375182349
2010-11, 0, -0.392433375182349
2010-12, 0, -0.392433375182349
2011-01, 0, -0.392433375182349
2011-02, 0, -0.392433375182349
2011-03, 0, -0.392433375182349
2011-04, 0, -0.392433375182349
2011-05, 0, -0.392433375182349
2011-06, -99.9, -99.9
2011-07, -99.9, -99.9
2011-08, -99.9, -99.9
2011-09, 0, -0.392433375182349
2011-10, 0, -0.392433375182349
2011-11, 0, -0.392433375182349
2011-12, 0, -0.392433375182349
2012-01, 0, -0.392433375182349
2012-02, 0, -0.392433375182349
2012-03, 0, -0.392433375182349
2012-04, 0, -0.392433375182349
2012-05, 0, -0.392433375182349
2012-06, -99.9, -99.9
2012-07, -99.9, -99.9
2012-08, 0, -0.392433375182349
2012-09, 0, -0.392433375182349
2012-10, 0, -0.392433375182349
2012-11, 0, -0.392433375182349
2012-12, 0, -0.392433375182349
2013-01, 0, -0.392433375182349
2013-02, 0, -0.392433375182349
2013-03, 0, -0.392433375182349
2013-04, 0, -0.392433375182349
2013-05, 1, 0.467182589502796
2013-06, 0, -0.392433375182349
2013-07, 2, 1.32679855418794
2013-08, 1, 0.467182589502796
2013-09, 0, -0.392433375182349
2013-10, 0, -0.392433375182349
2013-11, 0, -0.392433375182349
2013-12, 0, -0.392433375182349
2014-01, 0, -0.392433375182349
2014-02, 0, -0.392433375182349
2014-03, 0, -0.392433375182349
2014-04, 0, -0.392433375182349
2014-05, 0, -0.392433375182349
2014-06, 2, 1.32679855418794
2014-07, 0, -0.392433375182349
2014-08, 1, 0.467182589502796
2014-09, -99.9, -99.9
2014-10, -99.9, -99.9
2014-11, -99.9, -99.9
2014-12, 0, -0.392433375182349
2015-01, 0, -0.392433375182349
2015-02, 0, -0.392433375182349
