"Description: ","Standardised Precipitation Index"
"Station: ","Uruguaiana"
"Latitude: ","-29.83999999"
"Longitude: ","-57.08194443"
"Climpact_version: ","3.2.0"
"Date_of_calculation: ","2024-08-16"
time, spi
2008-01, -99.9
2008-02, -99.9
2008-03, -99.9
2008-04, -99.9
2008-05, -99.9
2008-06, -0.541392342872869
2008-07, -0.549752467506989
2008-08, -0.339016049286836
2008-09, -0.814358745446819
2008-10, 0.0799739794419614
2008-11, -0.304676039991512
2008-12, -0.728183942481832
2009-01, -0.756741105685331
2009-02, -0.708038328314126
2009-03, -0.510959613704108
2009-04, -1.04860859583285
2009-05, -0.940869707500824
2009-06, -0.719790737430263
2009-07, -0.814406773489175
2009-08, -1.72078163672159
2009-09, -1.48974222208963
2009-10, -1.50906147829743
2009-11, 1.47510816777072
2009-12, 1.53960577477663
2010-01, 1.47777893384687
2010-02, 1.7402519672689
2010-03, 1.73914515745852
2010-04, 1.74746082149126
2010-05, 1.16282789186868
2010-06, 0.680650766390445
2010-07, 1.11605981042464
2010-08, -0.147927412409048
2010-09, 0.249010766862272
2010-10, 0.10707656756403
2010-11, -0.985170212743084
2010-12, -0.620092511455332
2011-01, -0.870271561653426
2011-02, -0.685988651450875
2011-03, -1.2352119097749
2011-04, -1.03268084333042
2011-05, -1.12550940388656
2011-06, -1.11207378542023
2011-07, -1.17366749544684
2011-08, -0.935014540061892
2011-09, -0.667915311074178
2011-10, 0.00886576146703515
2011-11, 0.0212692111160247
2011-12, 0.121852197953345
2012-01, -0.175228096593609
2012-02, -0.300603677365222
2012-03, -0.589764460968202
2012-04, -0.589553756270493
2012-05, -0.8171852252284
2012-06, -1.29255244952455
2012-07, -1.09641427919364
2012-08, -0.683801956229799
2012-09, -0.669573784469136
2012-10, -1.80771031795916
2012-11, -1.59931545648749
2012-12, -0.154931910033498
2013-01, 0.0134804671767904
2013-02, 0.220384587875885
2013-03, 0.467320518178074
2013-04, 0.660247802614702
2013-05, 0.938118452706149
2013-06, 0.46094499107693
2013-07, 0.799839220604543
2013-08, -0.299631790530053
2013-09, -0.91975800973534
2013-10, -1.20271076125595
2013-11, -0.193018136347417
2013-12, -0.232520084161831
2014-01, -0.265903475164841
2014-02, 0.412544951239589
2014-03, 0.688536471890442
2014-04, 0.769054422974505
2014-05, 0.674807613098516
2014-06, 1.13964167951967
2014-07, 1.5623105584681
2014-08, 0.831383581086793
2014-09, 0.983459033912579
2014-10, 1.032478844191
2014-11, 0.448409783931416
2014-12, 1.14503279296706
2015-01, 1.09642235502615
2015-02, 1.11763228721906
2015-03, 0.761986252468715
2015-04, 0.584236129592463
2015-05, 0.832056060080108
2015-06, -0.136901686439767
2015-07, -0.387408664471943
2015-08, 0.114485093486121
2015-09, 0.0510131183618779
2015-10, 1.57069574265931
2015-11, 2.01543690208754
2015-12, 1.89272066080679
2016-01, 1.5580957238614
2016-02, 1.12690168626922
2016-03, 1.19722510990036
2016-04, 0.747162358199194
2016-05, -99.9
2016-06, -99.9
2016-07, -99.9
2016-08, -99.9
2016-09, -99.9
2016-10, -99.9
2016-11, -99.9
2016-12, -0.377549114394239
2017-01, -0.282470666841483
2017-02, -0.115701171883235
2017-03, -0.0746052204755602
2017-04, 0.150979245459837
2017-05, 0.665739341846738
2017-06, 1.16338055639251
2017-07, 1.82677476018651
2017-08, 2.73296733937957
2017-09, 2.57430015228556
2017-10, 1.31015867031134
2017-11, 0.348764385737888
2017-12, -0.155748095742524
2018-01, -0.273816221386784
2018-02, -0.722837193708719
2018-03, -0.7922143202182
2018-04, -0.748714648194321
2018-05, -0.597757972197892
2018-06, -0.382080006992733
2018-07, -0.10662919491889
2018-08, 0.344897591680154
2018-09, 0.576577276008425
2018-10, 0.264304079915336
2018-11, -0.727009330519009
2018-12, -1.02663655549894
2019-01, 0.877087213847357
2019-02, 0.652768040881221
2019-03, 0.319951164050753
2019-04, 0.695256768486595
2019-05, 1.09113441232396
2019-06, 1.61700528114269
2019-07, -0.369045595357384
2019-08, -0.243567537439627
2019-09, -0.346890728720661
2019-10, -0.157502237641908
2019-11, 0.477146155387016
2019-12, 0.233253685298735
2020-01, 0.171459160106512
2020-02, 0.203542442664292
2020-03, 0.152189834078248
2020-04, -0.294813688162207
2020-05, -0.0477354884700243
2020-06, 0.417379288176658
2020-07, 0.291022427375429
2020-08, 0.220535999908555
2020-09, 0.680371815192599
2020-10, 0.253785332933067
2020-11, -99.9
2020-12, -99.9
2021-01, -99.9
2021-02, -99.9
2021-03, -99.9
2021-04, -99.9
2021-05, -0.206496305450852
2021-06, 0.291688637469415
2021-07, 0.12110710589983
2021-08, 0.331026458660957
2021-09, 0.219768957587352
2021-10, 0.286590354505626
2021-11, -0.315082962249039
2021-12, -1.03309444444214
2022-01, -1.22329551598778
2022-02, -1.18272618206175
2022-03, -1.21663098550487
2022-04, -0.850061193753687
2022-05, -1.2272300058462
2022-06, -0.997159834330676
2022-07, -0.119348078767717
2022-08, 0.683886152756497
2022-09, -0.263607173502834
2022-10, -0.885679049888085
2022-11, -0.857786119518015
2022-12, -0.954424389684207
2023-01, -1.60499585128153
2023-02, -2.03161300683848
2023-03, -1.40082259405385
2023-04, -1.60587351705955
2023-05, -1.43749568273219
2023-06, -1.24388096086321
