"Description: ","Standardised Precipitation Index"
"Station: ","porto_alegre"
"Latitude: ","-30.05361111"
"Longitude: ","-51.17472221"
"Climpact_version: ","3.2.0"
"Date_of_calculation: ","2024-08-15"
time, spi
2008-01, -99.9
2008-02, -99.9
2008-03, -1.00044163318837
2008-04, -0.245020878162708
2008-05, 0.448828781939936
2008-06, 0.717709530066178
2008-07, 0.574988648167243
2008-08, -0.177131733456273
2008-09, -0.284019645295884
2008-10, 0.447669890710923
2008-11, -0.140785207299837
2008-12, 0.0496376349350696
2009-01, -0.264986437389434
2009-02, 0.850917791293618
2009-03, 0.294159657202803
2009-04, -0.788800615333252
2009-05, -0.90195380005448
2009-06, -1.62736003429875
2009-07, -1.58143147304152
2009-08, -0.244957816092357
2009-09, 1.2298153703012
2009-10, 1.73917705764083
2009-11, 1.42699547341901
2009-12, 1.26134688494459
2010-01, 1.74416851143578
2010-02, 1.3267680626661
2010-03, 0.829169799892209
2010-04, 0.0430314236481697
2010-05, -0.19468098317547
2010-06, 0.264038472511164
2010-07, 0.643290501668272
2010-08, 0.470133502428624
2010-09, -0.0337185295359087
2010-10, -0.999292719177088
2010-11, -0.753758094712537
2010-12, -1.17879822968006
2011-01, -0.418753932644071
2011-02, 0.183230722168607
2011-03, 0.061192333118679
2011-04, 0.686767577339858
2011-05, -0.21544358178169
2011-06, -0.274970740252393
2011-07, -0.103934777243498
2011-08, 0.574503035076777
2011-09, -0.200385618262053
2011-10, -1.13358423492076
2011-11, -1.79337534137462
2011-12, -1.48262820950366
2012-01, -0.985012851627006
2012-02, 0.324743125590966
2012-03, 1.02095650502413
2012-04, 0.373160513055671
2012-05, -0.700305269647131
2012-06, -2.24606641535997
2012-07, -1.66859018324748
2012-08, -1.3493606562711
2012-09, 0.247014012136482
2012-10, 0.129097847718489
2012-11, -0.170556645836434
2012-12, -0.129192023454365
2013-01, -0.170113518969603
2013-02, 0.098793343620756
2013-03, -1.61440861931038
2013-04, -0.829384443167765
2013-05, -0.703411044477978
2013-06, -0.785327263322082
2013-07, -1.03314011172317
2013-08, 0.363682153131634
2013-09, 0.295742757975097
2013-10, 0.548077490225847
2013-11, 0.150357866118413
2013-12, 0.223420062390319
2014-01, -0.0696161164453464
2014-02, -0.328004661899243
2014-03, 0.357484335050353
2014-04, 0.638908229766213
2014-05, -0.300014882949391
2014-06, 0.216732322989886
2014-07, 1.05312018228194
2014-08, 1.52321078315452
2014-09, 0.725042294279717
2014-10, 0.285859457874846
2014-11, 0.178859151866359
2014-12, 0.767648215477728
2015-01, 0.738686020684525
2015-02, 1.3059205300229
2015-03, -0.0917534398884835
2015-04, -0.609651700852394
2015-05, -0.420553540280383
2015-06, 0.155765010982546
2015-07, 1.36080425504313
2015-08, 1.30984478281824
2015-09, 1.12660527013845
2015-10, 1.19956639646419
2015-11, 1.02896533470862
2015-12, 1.12198035633157
2016-01, -0.077498905136795
2016-02, -0.781425334048209
2016-03, 1.55856206517964
2016-04, 2.09776641589068
2016-05, 1.29684049339911
2016-06, -0.587034882977297
2016-07, -1.47137023380969
2016-08, -1.41736543245706
2016-09, -0.929757088539193
2016-10, -0.468102441801516
2016-11, -0.188034915533575
2016-12, 0.463117007556568
2017-01, 0.583987812573644
2017-02, 0.475024404892058
2017-03, 0.857218399706762
2017-04, 0.276213368085627
2017-05, 0.636006647823131
2017-06, 0.829770748583068
2017-07, -0.0835862367342657
2017-08, -0.836829578914936
2017-09, -1.57427069567953
2017-10, 0.865332964865195
2017-11, 0.879152021267619
2017-12, 1.35343167998216
2018-01, 0.665317915500802
2018-02, 0.989927203704305
2018-03, 0.368333482358754
2018-04, 0.211437894991495
2018-05, -0.253458088913969
2018-06, -0.199449731464141
2018-07, -0.004571575351228
2018-08, 0.189682917354904
2018-09, 0.0429749059631729
2018-10, -0.542815526592383
2018-11, -0.244785869511198
2018-12, -0.60894135909588
2019-01, -0.437773595199596
2019-02, -0.695310287534977
2019-03, -0.388540798843955
2019-04, 1.09585719290912
2019-05, 1.15465335107094
2019-06, 1.08935003226794
2019-07, 0.323056451910859
2019-08, -1.20388953504812
2019-09, -1.13699906957697
2019-10, -0.00715833661705738
2019-11, 0.192466139603971
2019-12, 0.195896969022541
2020-01, -1.46463941839478
2020-02, -2.20213284366826
2020-03, -1.88475498366193
2020-04, -1.71719541967861
2020-05, -1.1157162262656
2020-06, -0.0233981143530382
2020-07, 1.3671995631557
2020-08, 1.17671794925624
2020-09, 1.01225626598872
2020-10, -0.364183080553225
2020-11, -0.290831729026962
2020-12, -0.662348988600773
2021-01, -0.367367441668988
2021-02, -0.683923971195996
2021-03, -1.12179804080828
2021-04, -1.78380936756699
2021-05, -0.43036761909781
2021-06, -0.0402099653343492
2021-07, -0.150815847292901
2021-08, -0.511712410632346
2021-09, -0.663349488547214
2021-10, -0.435633245406835
2021-11, -0.504329769132338
2021-12, -0.997618771182322
2022-01, 0.148000357544499
2022-02, -0.330683870428322
2022-03, 0.887130038712041
2022-04, 0.353287246083618
2022-05, 0.681486497707128
2022-06, -0.00209874762774572
2022-07, -0.0174019934081639
2022-08, -0.529795391168049
2022-09, -1.21758712262524
2022-10, -2.13966236649106
2022-11, -1.54590346274779
2022-12, -1.25048795044737
2023-01, -1.34076312249653
2023-02, -1.36258394694732
2023-03, -0.833143417390245
2023-04, -0.484043262032292
2023-05, -0.858682409064457
2023-06, 0.026635233767902
2023-07, 0.915261759931969
2023-08, 0.900876069970612
2023-09, 1.57401288533162
2023-10, 1.01377363878665
2023-11, 1.96441876722427
2023-12, 1.14420617728851
