"Description: ","Monthly percentage of days when TX > 90th percentile"
"Station: ","porto_alegre"
"Latitude: ","-30.05361111"
"Longitude: ","-51.17472221"
"Climpact_version: ","3.2.0"
"Date_of_calculation: ","2024-08-15"
time, tx90p, normalised (all years)
2008-01, -99.9, -99.9
2008-02, 0, -1.14670611072523
2008-03, 15.3225806451613, 0.436635643897482
2008-04, 8.95833333333333, -0.22100674278134
2008-05, 16.25, 0.532469486940435
2008-06, 0, -1.14670611072523
2008-07, 14.7177419354839, 0.374135311478166
2008-08, 0, -1.14670611072523
2008-09, 3.33333333333333, -0.802259834280994
2008-10, 8.87096774193548, -0.230034568575241
2008-11, 6.66666666666667, -0.457813557836754
2008-12, 8.26612903225806, -0.292534900994559
2009-01, 0, -1.14670611072523
2009-02, 0, -1.14670611072523
2009-03, 3.2258064516129, -0.813371004488873
2009-04, 12.9166666666667, 0.188023210496199
2009-05, 3.2258064516129, -0.813371004488873
2009-06, 0, -1.14670611072523
2009-07, 0, -1.14670611072523
2009-08, 16.1290322580645, 0.519969420456569
2009-09, 3.33333333333333, -0.802259834280994
2009-10, 18.9583333333333, 0.812332086551376
2009-11, 13.3333333333333, 0.231078995051722
2009-12, 0, -1.14670611072523
2010-01, 0, -1.14670611072523
2010-02, 17.6339285714286, 0.675476199928448
2010-03, 0, -1.14670611072523
2010-04, 10, -0.113367281392515
2010-05, 0, -1.14670611072523
2010-06, 2.29166666666667, -0.909899295669818
2010-07, 6.45161290322581, -0.480035898252511
2010-08, 3.2258064516129, -0.813371004488873
2010-09, 0, -1.14670611072523
2010-10, 0, -1.14670611072523
2010-11, 6.66666666666667, -0.457813557836754
2010-12, 2.01612903225806, -0.938371669327508
2011-01, 9.4758064516129, -0.167534236155923
2011-02, 0, -1.14670611072523
2011-03, 5.24193548387097, -0.605036563091147
2011-04, 3.33333333333333, -0.802259834280994
2011-05, 3.0241935483871, -0.834204448628645
2011-06, 2.5, -0.888371403392054
2011-07, 3.2258064516129, -0.813371004488873
2011-08, 6.45161290322581, -0.480035898252511
2011-09, 6.66666666666667, -0.457813557836754
2011-10, 8.87096774193548, -0.230034568575241
2011-11, 10, -0.113367281392515
2011-12, 6.45161290322581, -0.480035898252511
2012-01, 3.2258064516129, -0.813371004488873
2012-02, 32.9741379310345, 2.26063959806585
2012-03, 20.9677419354839, 1.01997207981112
2012-04, 3.33333333333333, -0.802259834280994
2012-05, 17.741935483871, 0.686636973574755
2012-06, 19.1666666666667, 0.833859978829148
2012-07, 9.67741935483871, -0.146700792016151
2012-08, 33.6693548387097, 2.33247906061679
2012-09, 9.58333333333333, -0.156423065948045
2012-10, 16.1290322580645, 0.519969420456569
2012-11, 23.125, 1.24288993210668
2012-12, 28.8306451612903, 1.83247640126224
2013-01, 2.41935483870968, -0.896704781047962
2013-02, 3.7037037037037, -0.76398802578719
2013-03, -99.9, -99.9
2013-04, 3.33333333333333, -0.802259834280994
2013-05, 15.3225806451613, 0.436635643897482
2013-06, 0, -1.14670611072523
2013-07, 5.84677419354839, -0.542536230671829
2013-08, 6.25, -0.500869342392284
2013-09, 23.125, 1.24288993210668
2013-10, 3.2258064516129, -0.813371004488873
2013-11, 14.5833333333333, 0.360246348718311
2013-12, 11.491935483871, 0.0408002052418057
